Accession	Organism_Name	Species	Genus	Family	Genotype	Isolate	Segment	Length	Country	Host	Tissue_Specimen_Source	Collection_Date	Release_Date	Molecule_type
MW314098	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		33837296_2		6376	Netherlands	Solanum lycopersicum	plant leaf	2020-02-28	2021-06-09	ssRNA(+)
MW314099	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		34169391_1		6377	Netherlands	Solanum lycopersicum		2019-11-29	2021-06-09	ssRNA(+)
MW314100	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		34169391_2		6376	Netherlands	Solanum lycopersicum		2019-11-29	2021-06-09	ssRNA(+)
MW314101	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		34169402_1		6377	Netherlands	Solanum lycopersicum	plant leaf	2019-11-29	2021-06-09	ssRNA(+)
MW314102	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		34169402_2		6377	Netherlands	Solanum lycopersicum	plant leaf	2019-11-29	2021-06-09	ssRNA(+)
MW314103	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		36638057_3		6376	Netherlands	Solanum lycopersicum		2020-04-16	2021-06-09	ssRNA(+)
MW314104	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		36689436_1		6376	Jordan	Capsicum annuum		2019-12-20	2021-06-09	ssRNA(+)
MW314105	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		36689444_1		6377	Jordan	Capsicum annuum		2020-01-29	2021-06-09	ssRNA(+)
MW314106	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		36689516_1		6369	Netherlands	Solanum lycopersicum		2020-03-09	2021-06-09	ssRNA(+)
MW314107	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		36689655		6376	Jordan	Solanum lycopersicum		2019-12-20	2021-06-09	ssRNA(+)
MW314108	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		36689663_1		6390	Jordan	Solanum lycopersicum		2019-12-20	2021-06-09	ssRNA(+)
MW314109	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		36689751_1		6364	Jordan	Solanum lycopersicum		2019-12-20	2021-06-09	ssRNA(+)
MW314110	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		36689794_1		6388	Jordan	Solanum lycopersicum		2019-12-20	2021-06-09	ssRNA(+)
MW314111	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		36783571_2		6376	Peru	Solanum lycopersicum		2020-03-31	2021-06-09	ssRNA(+)
MW314112	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		36783668_2		6371	Netherlands	Solanum lycopersicum		2020-04-07	2021-06-09	ssRNA(+)
MW314113	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		36783756_2		6366	Israel	Capsicum annuum		2020-06-04	2021-06-09	ssRNA(+)
MW314114	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		36783860_1		6390	China	Solanum lycopersicum		2020-04-14	2021-06-09	ssRNA(+)
MW314115	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		36810152_2		6354	Israel	Solanum lycopersicum		2020-03-19	2021-06-09	ssRNA(+)
MW314116	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		36810152_3		6359	Israel	Solanum lycopersicum		2020-03-19	2021-06-09	ssRNA(+)
MW314117	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		36810232_3		6365	Netherlands	Solanum lycopersicum		2020-03-20	2021-06-09	ssRNA(+)
MW314118	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		38589922_1		6375	Netherlands	Solanum lycopersicum	plant leaf	2020-02-28	2021-06-09	ssRNA(+)
MW314119	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		38589922_2		6370	Netherlands	Solanum lycopersicum	plant leaf	2020-02-28	2021-06-09	ssRNA(+)
MW314120	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		38589922_3		6374	Netherlands	Solanum lycopersicum	plant leaf	2020-02-28	2021-06-09	ssRNA(+)
MW314121	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		39072896_1		6377	Netherlands	Solanum lycopersicum	plant leaf	2019-11-26	2021-06-09	ssRNA(+)
MW314122	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		39072896_2		6356	Netherlands	Solanum lycopersicum	plant leaf	2019-11-26	2021-06-09	ssRNA(+)
MW314123	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		39563433_3		6376	Netherlands	Solanum lycopersicum	plant leaf	2020-05-18	2021-06-09	ssRNA(+)
MW314124	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		39774038_1		6378	Netherlands	Solanum lycopersicum	plant leaf	2019-11-28	2021-06-09	ssRNA(+)
MW314125	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		39774038_2		6317	Netherlands	Solanum lycopersicum	plant leaf	2019-11-28	2021-06-09	ssRNA(+)
MW314126	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		39971816_1		6377	Netherlands	Solanum lycopersicum	plant leaf	2019-11-25	2021-06-09	ssRNA(+)
MW314127	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		39971816_2		6371	Netherlands	Solanum lycopersicum	plant leaf	2019-11-25	2021-06-09	ssRNA(+)
MW314128	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		39985935_4		6375	Netherlands	Solanum lycopersicum	plant leaf	2020-06-22	2021-06-09	ssRNA(+)
MW314129	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		40001980_D		6369	Netherlands	Solanum lycopersicum	plant leaf	2020-10-08	2021-06-09	ssRNA(+)
MW314130	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		40002000_A		6370	Netherlands	Solanum lycopersicum	plant leaf	2020-07-30	2021-06-09	ssRNA(+)
MW314131	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		40002166_A		6358	Netherlands	Solanum lycopersicum		2020-06-30	2021-06-09	ssRNA(+)
MW314132	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		40002350_A		6378	Netherlands	Solanum lycopersicum		2020-08-05	2021-06-09	ssRNA(+)
MW314133	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		40002377_1A		6379	Netherlands	Solanum lycopersicum		2020-09-03	2021-06-09	ssRNA(+)
MW314134	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		40002377_2B		6373	Netherlands	Solanum lycopersicum		2020-09-03	2021-06-09	ssRNA(+)
MW314135	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		40002377_3C		6361	Netherlands	Solanum lycopersicum		2020-09-03	2021-06-09	ssRNA(+)
MW314136	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		40002385_A		6375	Netherlands	Solanum lycopersicum	plant leaf	2020-09-15	2021-06-09	ssRNA(+)
MW314137	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		40002393_C		6366	Netherlands	Solanum lycopersicum		2020-08-05	2021-06-09	ssRNA(+)
MP872414	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae				6393					2021-03-17	ssRNA(+)
MP872415	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae				6392					2021-03-17	ssRNA(+)
MP875816	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae				6393					2021-03-17	ssRNA(+)
MP875817	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae				6392					2021-03-17	ssRNA(+)
MW322766	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		Alachua 102011		501	USA	Solanum lycopersicum	plant leaf	2019-10-29	2021-01-10	ssRNA(+)
MW322767	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		Alachua 102085		269	USA	Solanum melongena	plant leaf	2019-10-30	2021-01-10	ssRNA(+)
MW322768	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		Alachua 102079		289	USA	Capsicum annuum	plant leaf	2019-10-30	2021-01-10	ssRNA(+)
MT211630	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		475-19		433	Spain	Solanum lycopersicum		2019-10	2020-10-05	ssRNA(+)
MT385867	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae				915	Mexico	Solanum lycopersicum		2019	2020-07-07	ssRNA(+)
MN549394	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		Ca1A		6373	Canada	Solanum lycopersicum		2019-01	2020-06-29	ssRNA(+)
MN549395	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		Ca1B		6380	Canada	Solanum lycopersicum		2019-01	2020-06-29	ssRNA(+)
MN549396	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		Ca2		6379	Canada	Solanum lycopersicum		2019-01	2020-06-29	ssRNA(+)
MT002973	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		CA18-01		6389	USA	Solanum lycopersicum		2018-08	2020-06-09	ssRNA(+)
MT107885	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		TBRFV-Ant-Tom		6386		Solanum lycopersicum		2019-04	2020-06-06	ssRNA(+)
MT118666	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		TBRFV-Ant-Pep		6313	Turkey	Capsicum annuum		2019-04	2020-06-06	ssRNA(+)
MN882011	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		33610411		6376	Netherlands	Solanum lycopersicum	plant leaf	2019-10-01	2020-05-29	ssRNA(+)
MN882012	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		33993176		6301	Netherlands	Solanum lycopersicum	plant leaf	2019-10-15	2020-05-29	ssRNA(+)
MN882013	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		39976860		6353	Netherlands	Solanum lycopersicum	plant leaf	2019-10-15	2020-05-29	ssRNA(+)
MN882014	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		36132638_A		6368	Netherlands	Solanum lycopersicum	plant leaf	2019-10-31	2020-05-29	ssRNA(+)
MN882015	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		38886177_B		6388	Netherlands	Solanum lycopersicum	plant leaf	2019-10-22	2020-05-29	ssRNA(+)
MN882016	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		38886230_A		6379	Netherlands	Solanum lycopersicum	plant leaf	2019-10-22	2020-05-29	ssRNA(+)
MN882017	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		38886230_B		6376	Netherlands	Solanum lycopersicum	plant leaf	2019-10-22	2020-05-29	ssRNA(+)
MN882018	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		38886257_A		6368	Netherlands	Solanum lycopersicum	plant leaf	2019-10-22	2020-05-29	ssRNA(+)
MN882019	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		38887559_A		6392	Netherlands	Solanum lycopersicum	plant leaf	2019-10-23	2020-05-29	ssRNA(+)
MN882020	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		38887559_B		6361	Netherlands	Solanum lycopersicum	plant leaf	2019-10-23	2020-05-29	ssRNA(+)
MN882021	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		38887559_C		6356	Netherlands	Solanum lycopersicum	plant leaf	2019-10-23	2020-05-29	ssRNA(+)
MN882022	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		38890029_A		6369	Netherlands	Solanum lycopersicum	plant leaf	2019-10-24	2020-05-29	ssRNA(+)
MN882023	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		38890029_B		6397	Netherlands	Solanum lycopersicum	plant leaf	2019-10-24	2020-05-29	ssRNA(+)
MN882024	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		39055711_A		6375	Netherlands	Solanum lycopersicum	plant leaf	2019-10-31	2020-05-29	ssRNA(+)
MN882025	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		39055711_B		6376	Netherlands	Solanum lycopersicum	plant leaf	2019-10-31	2020-05-29	ssRNA(+)
MN882026	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		39058293_A		6345	Netherlands	Solanum lycopersicum	plant leaf	2019-10-24	2020-05-29	ssRNA(+)
MN882027	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		39058293_B		6376	Netherlands	Solanum lycopersicum	plant leaf	2019-10-24	2020-05-29	ssRNA(+)
MN882028	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		39070014_A		6375	Netherlands	Solanum lycopersicum	plant leaf	2019-10-31	2020-05-29	ssRNA(+)
MN882029	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		39070014_B		6376	Netherlands	Solanum lycopersicum	plant leaf	2019-10-31	2020-05-29	ssRNA(+)
MN882030	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		39070022_A		6375	Egypt	Solanum lycopersicum		2019-11-04	2020-05-29	ssRNA(+)
MN882031	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		39070022_B		6375	Egypt	Solanum lycopersicum		2019-11-04	2020-05-29	ssRNA(+)
MN882032	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		39070030_A		6375	Egypt	Solanum lycopersicum		2019-11-04	2020-05-29	ssRNA(+)
MN882033	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		39070030_B		6379	Egypt	Solanum lycopersicum		2019-11-04	2020-05-29	ssRNA(+)
MN882034	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		39070110_A		6375	Netherlands	Solanum lycopersicum		2019-11-07	2020-05-29	ssRNA(+)
MN882035	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		39070110_B		6371	Netherlands	Solanum lycopersicum		2019-11-07	2020-05-29	ssRNA(+)
MN882036	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		39070110_C		6380	Netherlands	Solanum lycopersicum	plant root	2019-11-07	2020-05-29	ssRNA(+)
MN882037	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		39070153_A		6377	Netherlands	Solanum lycopersicum	plant leaf	2019-10-29	2020-05-29	ssRNA(+)
MN882038	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		39070153_B		6369	Netherlands		water	2019-10-29	2020-05-29	ssRNA(+)
MN882039	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		39070153_C		6344	Netherlands		water	2019-10-29	2020-05-29	ssRNA(+)
MN882040	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		39070153_D		6376	Netherlands	Solanum lycopersicum	plant root	2019-10-29	2020-05-29	ssRNA(+)
MN882041	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		39070153_E		6394	Netherlands	Solanum lycopersicum	plant root	2019-10-29	2020-05-29	ssRNA(+)
MN882042	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		39563361_A		6392	Netherlands	Solanum lycopersicum	plant leaf	2019-10-24	2020-05-29	ssRNA(+)
MN882043	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		39563361_B		6321	Netherlands	Solanum lycopersicum	plant leaf	2019-10-24	2020-05-29	ssRNA(+)
MN882044	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		39563388_A		6366	Netherlands	Solanum lycopersicum	plant leaf	2019-10-30	2020-05-29	ssRNA(+)
MN882045	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		39563388_B		6374	Netherlands	Solanum lycopersicum	plant leaf	2019-10-30	2020-05-29	ssRNA(+)
MN882046	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		39941430_A		6322	Netherlands	Solanum lycopersicum	plant leaf	2019-11-01	2020-05-29	ssRNA(+)
MN882047	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		39941430_B		6362	Netherlands	Solanum lycopersicum	plant leaf	2019-11-01	2020-05-29	ssRNA(+)
MN882048	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		39941596_A		6376	Netherlands	Solanum lycopersicum	plant leaf	2019-11-01	2020-05-29	ssRNA(+)
MN882049	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		39941596_B-1		6375	Netherlands	Solanum lycopersicum	plant leaf	2019-11-01	2020-05-29	ssRNA(+)
MN882050	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		39941596_B-2		6373	Netherlands	Solanum lycopersicum	plant leaf	2019-11-01	2020-05-29	ssRNA(+)
MN882051	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		39941617_A		6353	Netherlands	Solanum lycopersicum	plant leaf	2019-11-01	2020-05-29	ssRNA(+)
MN882052	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		39941625_A		6376	Netherlands	Solanum lycopersicum	plant leaf	2019-11-01	2020-05-29	ssRNA(+)
MN882053	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		39941641_A-1		6377	Netherlands	Solanum lycopersicum	plant leaf	2019-11-01	2020-05-29	ssRNA(+)
MN882054	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		39941641_A-2		6377	Netherlands	Solanum lycopersicum	plant leaf	2019-11-01	2020-05-29	ssRNA(+)
MN882055	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		39941641_B-1		6367	Netherlands	Solanum lycopersicum	plant leaf	2019-11-01	2020-05-29	ssRNA(+)
MN882056	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		39941641_B-2		6377	Netherlands	Solanum lycopersicum	plant leaf	2019-11-01	2020-05-29	ssRNA(+)
MN882057	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		39941668_A		6363	Netherlands	Solanum lycopersicum	plant leaf	2019-11-01	2020-05-29	ssRNA(+)
MN882058	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		39941668_B		6351	Netherlands	Solanum lycopersicum	plant leaf	2019-11-01	2020-05-29	ssRNA(+)
MN882059	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		39962055_A		6379	Netherlands	Solanum lycopersicum	plant leaf	2019-11-07	2020-05-29	ssRNA(+)
MN882060	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		39962055_B		6380	Netherlands	Solanum lycopersicum	plant leaf	2019-11-07	2020-05-29	ssRNA(+)
MN882061	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		39962442_A		6375	Netherlands	Solanum lycopersicum	plant leaf	2019-11-01	2020-05-29	ssRNA(+)
MN882062	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		39962442_B		6374	Netherlands	Solanum lycopersicum	plant leaf	2019-11-01	2020-05-29	ssRNA(+)
MN882063	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		39963015_A		6370	Netherlands	Solanum lycopersicum	plant leaf	2019-10-31	2020-05-29	ssRNA(+)
MN882064	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		39963015_B		6367	Netherlands	Solanum lycopersicum	plant leaf	2019-10-31	2020-05-29	ssRNA(+)
MN815773	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		ToBRFV-Gr		6354	Greece	Solanum lycopersicum		2019-08	2020-05-12	ssRNA(+)
MT227801	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		ToBRFV-Eg1		624	Egypt	Solanum lycopersicum		2019-08-20	2020-04-27	ssRNA(+)
MT227802	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		ToBRFV-Eg2		624	Egypt	Solanum lycopersicum		2019-08-20	2020-04-27	ssRNA(+)
MT227803	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		ToBRFV-Eg3		624	Egypt	Solanum lycopersicum		2019-07-29	2020-04-27	ssRNA(+)
MT227804	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		ToBRFV-Eg4		624	Egypt	Solanum lycopersicum		2019-07-29	2020-04-27	ssRNA(+)
MT188668	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		ToB-SIC01/20		560	Italy	Capsicum annuum		2020-01	2020-03-31	ssRNA(+)
MN013187	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		F42-PAL		6392	State of Palestine	Solanum lycopersicum	plant leaf	2017-11	2020-01-15	ssRNA(+)
MN013188	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		F48-PAL		6392	State of Palestine	Solanum lycopersicum	plant leaf	2017-11	2020-01-15	ssRNA(+)
MK905890	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		TBRFV-SD		2167	China	Solanum lycopersicum		2019	2020-01-14	ssRNA(+)
MK881101	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		Tom42-PAL		1422		Solanum lycopersicum	plant leaf	2017-11-15	2019-11-24	ssRNA(+)
MK881102	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		Tom48-PAL		1422		Solanum lycopersicum	plant leaf	2017-11-15	2019-11-24	ssRNA(+)
MK109002	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		ToBRFV-US		799	USA	Solanum lycopersicum		2018-08-28	2019-11-01	ssRNA(+)
MK109003	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		ToBRFV-MX		799	Mexico	Solanum lycopersicum		2018-10-10	2019-11-01	ssRNA(+)
MN182533	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae				6330	United Kingdom	Solanum lycopersicum		2019	2019-09-18	ssRNA(+)
MN210325	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae				493	United Kingdom	Solanum lycopersicum		2019	2019-09-18	ssRNA(+)
MN210326	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae				496	United Kingdom	Solanum lycopersicum		2019	2019-09-18	ssRNA(+)
MK414489	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		MM1		404	Mexico	Solanum lycopersicum			2019-08-24	ssRNA(+)
MK414490	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		MM2		447	Mexico	Solanum lycopersicum			2019-08-24	ssRNA(+)
MK414491	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		MM3		367	Mexico	Solanum lycopersicum			2019-08-24	ssRNA(+)
MK414492	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		MM4		447	Mexico	Solanum lycopersicum			2019-08-24	ssRNA(+)
MK414493	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		MM5		447	Mexico	Solanum lycopersicum			2019-08-24	ssRNA(+)
MK414494	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		MM6		414	Mexico	Solanum lycopersicum			2019-08-24	ssRNA(+)
MK414495	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		MM7		447	Mexico	Solanum lycopersicum			2019-08-24	ssRNA(+)
MK414496	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		MM8		446	Mexico	Solanum lycopersicum			2019-08-24	ssRNA(+)
MK648157	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		ToBRFV-CaJO		6388	Jordan	Capsicum annuum		2016	2019-07-23	ssRNA(+)
MN167466	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		ToB-SIC01/19		6391	Italy	Solanum lycopersicum		2018-10	2019-07-23	ssRNA(+)
MK834288	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		ToBFRVJoNS1_5RT		1239	Jordan	Capsicum annuum		2016	2019-07-17	ssRNA(+)
MK834289	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		ToBFRVJoNS1_7RT		1239	Jordan	Capsicum annuum		2016	2019-07-17	ssRNA(+)
MK834290	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		ToBFRVJoNS1_9RT		1239	Jordan	Capsicum annuum		2016	2019-07-17	ssRNA(+)
MK834291	Tomato brown rugose fruit virus	Tobamovirus fructirugosum	Tobamovirus	Virgaviridae		ToBFRVJoNS3_1RT		664	Jordan	Capsicum annuum		2016	2019-07-17	ssRNA(+)
